STATES,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,YEAR,CONSUMER_TYPE
Rio de Janeiro,618184.66,668449.99,680072.25,649172.8,597795.83,564017.78,552083.68,569891.21,564207.19,602321.21,620875.21,657064.39,2006,Comercial
São Paulo,1565125.3099999998,1678501.85,1671868.0299999998,1670103.9100000001,1506107.1800000002,1474424.2500000002,1443153.65,1519629.8599999999,1579573.5400000003,1573310.03,1630453.2,1723986.73,2006,Comercial
Paraná,300624.56,307494.51999999996,302343.89999999997,304640.29,267131.88,266448.88,264780.76999999996,291955.55,279811.94,283186.51,304345.36000000004,308856.72000000003,2006,Comercial
Santa Catarina,193957.74999999997,210571.51,215456.79,202732.07,165096.17,172292.02,168342.03,171973.34000000003,171978.71,172001.8,188247.81,197495.81,2006,Comercial
Rio Grande do Sul,311252.06,320206.04000000004,314610.31,309069.38,269973.95999999996,270414.01,264047.45,270617.38,261532.65,267764.65,289704.51,313818.91,2006,Comercial
Mato Grosso do Sul,56549.19,56506.25,56719.13,60606.88,50091.58,45105.6,48171.73,51166.47,50892.380000000005,52845.71,56655.85,58903.869999999995,2006,Comercial
Mato Grosso,70429.0,79747.68000000001,85149.59,84748.25,72621.98999999999,72686.66,71539.65,72857.51000000001,75277.86,77125.70999999999,78128.03,78095.0,2006,Comercial
Goiás,102926.2,104765.91,105900.51,113557.08,105655.69,99028.25,96526.72,104779.71,109808.88,111892.97,110662.42,109018.68,2006,Comercial
Distrito Federal,98604.33,102932.5,100264.3,107227.5,104675.4,97581.69,93021.33,95952.37,107931.5,103906.7,109404.6,106997.2,2006,Comercial
Rondônia,28980.0,29491.0,28232.0,29983.0,31634.0,30746.0,31756.0,30576.0,33884.0,33185.0,32055.0,31473.0,2007,Comercial
Acre,9013.0,9600.0,9435.0,9358.0,9383.0,8845.0,9536.0,9441.0,9846.0,10516.0,10364.0,10030.0,2007,Comercial
Amazonas,57020.0,56946.0,55838.0,59755.0,58987.0,63666.0,60547.0,62334.0,65619.0,64729.0,67081.0,66297.0,2007,Comercial
Roraima,7544.0,6964.0,7685.0,7569.0,7474.0,7022.0,6782.0,7541.0,7467.0,7733.0,8454.0,8529.0,2007,Comercial
Pará,89277.0,85592.0,84740.0,88848.0,90581.0,95474.0,91705.0,95613.0,98375.0,98611.0,100187.0,98943.0,2007,Comercial
Amapá,11123.0,9613.0,9683.0,10155.0,10261.0,10952.0,11430.0,10238.0,12092.0,11488.0,11227.0,11640.0,2007,Comercial
Tocantins,17489.0,16817.0,16882.0,17834.0,18711.0,18988.0,18111.0,19138.0,19855.0,19781.0,19906.0,18842.0,2007,Comercial
Maranhão,49855.0,46476.0,47827.0,51341.0,52638.0,52128.0,51502.0,57858.0,51825.0,56876.0,56868.0,58436.0,2007,Comercial
Piauí,28870.0,28446.0,24663.0,27941.0,26652.0,29293.0,28507.0,28711.0,30763.0,31145.0,33227.0,32629.0,2007,Comercial
Ceará,110786.0,110697.0,101213.0,112312.0,107520.0,112591.0,106508.0,110926.0,107934.0,114520.0,116767.0,118497.0,2007,Comercial
Rio Grande do Norte,56861.0,56638.0,57056.0,59260.0,56903.0,55117.0,53875.0,54288.0,55759.0,57489.0,59549.0,61824.0,2007,Comercial
Paraíba,41485.0,40001.0,42582.0,40934.0,42700.0,38408.0,37154.0,38010.0,37082.0,41417.0,44319.0,43773.0,2007,Comercial
Pernambuco,149516.0,143501.0,150797.0,149984.0,148956.0,140282.0,136406.0,137024.0,133877.0,147188.0,150822.0,166963.0,2007,Comercial
Alagoas,40022.0,38688.0,35490.0,38543.0,36098.0,36789.0,33926.0,34335.0,34641.0,35671.0,40390.0,37452.0,2007,Comercial
Sergipe,29528.0,29573.0,28893.0,30263.0,29217.0,29526.0,26718.0,27290.0,27146.0,28353.0,30351.0,31606.0,2007,Comercial
Bahia,202048.0,193891.0,190341.0,199301.0,193791.0,186495.0,181691.0,184067.0,176446.0,192086.0,206623.0,206491.0,2007,Comercial
Minas Gerais,373372.0,357509.0,356288.0,386218.0,374194.0,349180.0,329064.0,348505.0,356356.0,370086.0,393521.0,385185.0,2007,Comercial
Espírito Santo,103723.0,104789.0,107425.0,112919.0,103734.0,95068.0,95435.0,94554.0,95250.0,99490.0,114151.0,113024.0,2007,Comercial
Rio de Janeiro,665897.0,639105.0,726537.0,739349.0,639737.0,577943.0,575080.0,575956.0,621840.0,620011.0,654176.0,659305.0,2007,Comercial
São Paulo,1646738.0,1684709.0,1748942.0,1804750.0,1647064.0,1559608.0,1522661.0,1494738.0,1665504.0,1658788.0,1742436.0,1759015.0,2007,Comercial
Paraná,312341.0,324016.0,328401.0,341651.0,305189.0,294247.0,286926.0,301954.0,315130.0,318532.0,325043.0,328203.0,2007,Comercial
Santa Catarina,219996.0,222782.0,230000.0,228014.0,210050.0,174883.0,179551.0,177137.0,188014.0,188040.0,202128.0,212892.0,2007,Comercial
Rio Grande do Sul,342020.0,331045.0,343512.0,342893.0,307129.0,283037.0,276189.0,282473.0,284909.0,291635.0,305413.0,322732.0,2007,Comercial
Mato Grosso do Sul,57230.0,57020.0,58418.0,63730.0,55325.0,46731.0,48905.0,49105.0,55571.0,58495.0,57993.0,58207.0,2007,Comercial
Mato Grosso,74437.0,83144.0,90384.0,89480.0,81606.0,73861.0,77139.0,73906.0,79517.0,85887.0,82424.0,81445.0,2007,Comercial
Goiás,110070.0,110439.0,114753.0,127185.0,111499.0,107700.0,108874.0,111551.0,115259.0,128041.0,124089.0,121354.0,2007,Comercial
Distrito Federal,106339.0,106451.0,103453.0,117771.0,107085.0,108560.0,100910.0,102956.0,107222.0,112019.0,116077.0,116875.0,2007,Comercial
Rondônia,29894.0,29522.0,29042.0,30690.0,31079.0,30951.0,30505.0,34261.0,35892.0,35031.0,36123.0,34887.0,2008,Comercial
Acre,9703.0,9875.0,9498.0,9847.0,9743.0,9594.0,9889.0,11082.0,11005.0,11310.0,11352.0,11058.0,2008,Comercial
Amazonas,61063.0,60120.0,59746.0,60964.0,64721.0,63604.0,65219.0,70556.0,72113.0,69923.0,71268.0,68479.0,2008,Comercial
Roraima,7682.0,7910.0,7792.0,8178.0,8278.0,7791.0,7759.0,7659.0,8418.0,9363.0,9169.0,9127.0,2008,Comercial
Pará,92432.0,87349.0,91565.0,89632.0,92931.0,97785.0,100705.0,101404.0,110145.0,110090.0,103836.0,107235.0,2008,Comercial
Amapá,11356.0,10228.0,10941.0,10439.0,9497.0,11574.0,11351.0,11974.0,12540.0,13567.0,14251.0,13398.0,2008,Comercial
Tocantins,18483.0,18088.0,17299.0,18307.0,19485.0,19695.0,19110.0,20397.0,22315.0,23428.0,21747.0,19720.0,2008,Comercial
Maranhão,51469.85,47546.48,51535.14,49013.06,53003.8,54079.2,56771.74,60390.67,60073.98,63077.14,62670.59,60719.72,2008,Comercial
Piauí,31131.0,29454.0,28073.0,26936.0,29050.0,30155.0,28640.0,30387.0,32839.0,34667.0,35641.0,32875.0,2008,Comercial
Ceará,118417.0,116450.0,114582.0,108805.0,114090.0,113885.0,115983.0,117259.0,119525.0,127253.0,126593.0,131324.0,2008,Comercial
Rio Grande do Norte,62447.0,63159.0,65050.0,60398.0,60536.0,58758.0,58168.0,59149.0,61939.0,63778.0,66562.0,70854.0,2008,Comercial
Paraíba,47688.0,45756.0,46485.0,46132.0,44377.0,42057.0,41268.0,43430.0,42733.0,44127.0,45426.0,47327.0,2008,Comercial
Pernambuco,154352.0,149756.0,160398.0,151061.0,153584.0,144640.0,142335.0,136408.0,145177.0,158485.0,161308.0,177928.0,2008,Comercial
Alagoas,40988.0,40368.0,40169.0,40055.0,39594.0,36770.0,34913.0,35799.0,36565.0,37526.0,41212.0,40888.0,2008,Comercial
Sergipe,31727.0,31591.0,32232.0,33114.0,32748.0,31081.0,30321.0,30921.0,32623.0,34578.0,36221.0,36600.0,2008,Comercial
Bahia,217286.0,209305.0,211893.0,214190.0,204498.0,190295.0,189364.0,187704.0,196412.0,216358.0,208249.0,216615.0,2008,Comercial
Minas Gerais,419298.0,377963.0,369764.0,376109.0,418992.0,381853.0,377831.0,377536.0,380086.0,404445.0,448062.0,391177.0,2008,Comercial
Espírito Santo,114890.0,111177.0,116013.0,113526.0,111173.0,106347.0,99503.0,104379.0,102343.0,111024.0,109665.0,106487.0,2008,Comercial
Rio de Janeiro,708970.0,673068.0,698453.0,691122.0,672621.0,605538.0,596532.0,628142.0,630105.0,649806.0,691497.0,665385.0,2008,Comercial
São Paulo,1712535.0,1775224.0,1740362.0,1737463.0,1693988.0,1601754.0,1611166.0,1681832.0,1732128.0,1789872.0,1859167.0,1808926.0,2008,Comercial
Paraná,334047.0,332511.0,353332.0,355763.0,318134.0,316489.0,309173.0,329142.0,343606.0,332806.0,358512.0,357688.0,2008,Comercial
Santa Catarina,223338.0,233906.0,238409.0,225298.0,208745.0,192114.0,189171.0,204351.0,198373.0,195752.0,212258.0,211490.0,2008,Comercial
Rio Grande do Sul,360013.0,342402.0,348897.0,340706.0,306330.0,300483.0,297558.0,306255.0,297626.0,306795.0,323751.0,347986.0,2008,Comercial
Mato Grosso do Sul,57047.0,56212.0,60641.0,57726.0,54700.0,47330.0,47529.0,56912.0,60644.0,57589.0,65596.0,64963.0,2008,Comercial
Mato Grosso,78655.0,83459.0,92921.0,88512.0,81725.0,81021.0,82702.0,87984.0,94464.0,93184.0,94828.0,89730.0,2008,Comercial
Goiás,118650.0,137484.0,139027.0,145919.0,141226.0,139509.0,128568.0,139941.0,144670.0,143203.0,154288.0,143559.0,2008,Comercial
Distrito Federal,113960.0,110121.0,108137.0,116197.0,115668.0,114039.0,108544.0,108808.0,120060.0,123676.0,132243.0,119612.0,2008,Comercial
Rondônia,33013.0,34332.0,30449.0,33062.0,35065.0,34666.0,34395.0,36597.0,38153.0,38114.0,39584.0,38331.0,2009,Comercial
Acre,10485.0,10278.0,9278.0,11136.0,10146.0,10200.0,10281.0,10760.0,12041.0,12083.0,12149.0,11902.0,2009,Comercial
Amazonas,64356.0,60694.0,62884.0,64486.0,68214.0,69674.0,69046.0,76523.0,78172.0,79026.0,80592.0,81309.0,2009,Comercial
Roraima,8406.0,8154.0,8631.0,8381.0,9412.0,8453.0,8304.0,8320.0,9123.0,9774.0,9962.0,9445.0,2009,Comercial
Pará,100483.0,92923.0,94961.0,92633.0,89835.0,99177.0,105540.0,103133.0,108517.0,106474.0,108755.0,113090.0,2009,Comercial
Amapá,12735.0,12526.0,11126.0,11357.0,12492.0,12685.0,12548.0,12932.0,14811.0,14850.0,15056.0,15305.0,2009,Comercial
Tocantins,19751.0,18912.0,18954.0,20675.0,19909.0,20532.0,21435.0,22341.0,22604.0,23047.0,22334.0,22296.0,2009,Comercial
Maranhão,55580.0,52648.0,53128.0,52825.0,51452.0,56079.0,62257.0,65327.0,66830.0,67404.0,64011.0,56212.0,2009,Comercial
Piauí,31841.0,30430.0,28145.0,30879.0,29180.0,30795.0,31202.0,32530.0,33967.0,36217.0,37338.0,36192.0,2009,Comercial
Ceará,128613.0,121608.0,117059.0,121182.0,119168.0,119254.0,120288.0,127589.0,126635.0,133728.0,135018.0,140364.0,2009,Comercial
Rio Grande do Norte,65437.0,64074.0,64188.0,66802.0,61953.0,61988.0,60053.0,62724.0,63803.0,69752.0,72024.0,76762.0,2009,Comercial
Paraíba,48591.0,45356.0,48036.0,48307.0,47305.0,45329.0,45239.0,46160.0,47000.0,50536.0,51196.0,54074.0,2009,Comercial
Pernambuco,147143.0,153919.0,159619.0,165924.0,162023.0,155756.0,150004.0,153504.0,153520.0,164599.0,165916.0,194305.0,2009,Comercial
Alagoas,43808.0,40826.0,37943.0,43465.0,42189.0,37713.0,36110.0,40052.0,37305.0,39097.0,43434.0,45216.0,2009,Comercial
Sergipe,37109.0,36820.0,35484.0,37535.0,34164.0,33815.0,32912.0,33025.0,33687.0,37923.0,37555.0,40405.0,2009,Comercial
Bahia,217439.0,216416.0,236739.0,230159.0,201608.0,200016.0,200666.0,207652.0,217115.0,225759.0,228515.0,252782.0,2009,Comercial
Minas Gerais,433208.0,408293.0,425259.0,439425.0,424114.0,381569.0,380859.0,413919.0,403772.0,428660.0,456102.0,449129.0,2009,Comercial
Espírito Santo,113663.0,115401.0,119814.0,112563.0,101652.0,107611.0,106340.0,108842.0,109583.0,113926.0,113285.0,119324.0,2009,Comercial
Rio de Janeiro,687639.0,719104.0,750902.0,717088.0,661512.0,617397.0,641927.0,597876.0,654141.0,675759.0,739456.0,781186.0,2009,Comercial
São Paulo,1754774.0,1806503.0,1934482.0,1898231.0,1741810.0,1676350.0,1629639.0,1696090.0,1782303.0,1847923.0,1918770.0,2063962.0,2009,Comercial
Paraná,346211.0,366386.0,373670.0,388285.0,341377.0,332065.0,325156.0,335476.0,344021.0,349352.0,377901.0,395324.0,2009,Comercial
Santa Catarina,233392.0,249700.0,259949.0,256591.0,224687.0,202151.0,197022.0,198533.0,201046.0,206171.0,239817.0,258478.0,2009,Comercial
Rio Grande do Sul,361194.0,356982.0,381308.0,371758.0,331192.0,311692.0,310640.0,313183.0,313881.0,314549.0,342083.0,381429.0,2009,Comercial
Mato Grosso do Sul,63037.0,61417.0,63813.0,69142.0,62268.0,54827.0,53036.0,56312.0,59620.0,62423.0,68685.0,73616.0,2009,Comercial
Mato Grosso,86497.0,94417.0,103021.0,96529.0,91091.0,83932.0,90384.0,86906.0,91253.0,94274.0,90008.0,90132.0,2009,Comercial
Goiás,141827.0,142782.0,147614.0,163399.0,148166.0,142287.0,140624.0,157664.0,150105.0,154123.0,161169.0,153784.0,2009,Comercial
Distrito Federal,121515.0,121616.0,121871.0,133741.0,125533.0,125423.0,120936.0,125114.0,131014.0,137634.0,133041.0,140222.0,2009,Comercial
Rondônia,37114.0,34369.0,36503.0,40729.0,40166.0,38492.0,40912.0,38034.0,41555.0,46689.0,43555.0,42160.0,2010,Comercial
Acre,11371.0,11493.0,10884.0,12385.0,11915.0,11071.0,11818.0,11349.0,12481.0,13573.0,13135.0,12346.0,2010,Comercial
Amazonas,74180.0,70581.0,70211.0,79541.0,76178.0,79898.0,77467.0,81905.0,85176.0,85157.0,83926.0,81054.0,2010,Comercial
Roraima,9491.0,7957.0,9187.0,10244.0,9676.0,9345.0,8921.0,9559.0,10056.0,11068.0,10980.0,10205.0,2010,Comercial
Pará,99021.0,98227.0,112369.0,105416.0,106781.0,115298.0,110702.0,112638.0,118164.0,116677.0,115182.0,117017.0,2010,Comercial
Amapá,13801.0,13927.0,13666.0,13844.0,14810.0,15303.0,14046.0,14994.0,16603.0,15855.0,16322.0,16370.0,2010,Comercial
Tocantins,21628.0,22319.0,23831.0,23899.0,25787.0,25478.0,23369.0,25497.0,26875.0,27747.0,25072.0,25571.0,2010,Comercial
Maranhão,61659.0,60381.0,68350.0,65630.0,68100.0,66736.0,66786.0,73105.0,71347.0,73481.0,73529.0,68489.0,2010,Comercial
Piauí,36534.0,34246.0,34578.0,38116.0,36837.0,37595.0,35638.0,37453.0,39910.0,41111.0,40999.0,40758.0,2010,Comercial
Ceará,137010.0,134264.0,138696.0,142150.0,140483.0,142256.0,137662.0,133873.0,141593.0,141650.0,144785.0,150187.0,2010,Comercial
Rio Grande do Norte,68716.0,66704.0,73976.0,75468.0,71800.0,70562.0,68539.0,66690.0,67576.0,71252.0,73920.0,76630.0,2010,Comercial
Paraíba,51643.0,50842.0,56955.0,55802.0,55270.0,53569.0,51535.0,50272.0,51769.0,53709.0,58444.0,61326.0,2010,Comercial
Pernambuco,163820.0,161345.0,184802.0,169434.0,178167.0,163647.0,162476.0,156268.0,157812.0,176679.0,179755.0,203628.0,2010,Comercial
Alagoas,46017.0,43610.0,43894.0,47424.0,46697.0,46110.0,39878.0,42248.0,42224.0,43287.0,48096.0,48435.0,2010,Comercial
Sergipe,38546.0,36359.0,40270.0,38973.0,38447.0,35833.0,35027.0,35512.0,35251.0,37875.0,39796.0,42042.0,2010,Comercial
Bahia,229763.0,229568.0,265590.0,227803.0,235659.0,226349.0,205411.0,213932.0,215771.0,229032.0,251219.0,267417.0,2010,Comercial
Minas Gerais,459675.0,433941.0,459439.0,465710.0,429017.0,413968.0,389078.0,416424.0,430900.0,449147.0,450351.0,470537.0,2010,Comercial
Espírito Santo,128505.0,126726.0,123780.0,126525.0,120145.0,108413.0,102297.0,102157.0,111429.0,112939.0,114477.0,133829.0,2010,Comercial
Rio de Janeiro,778307.0,786267.0,803336.0,755229.0,699622.0,645613.0,621335.0,648345.0,671971.0,689529.0,698014.0,811233.0,2010,Comercial
São Paulo,1893540.0,1946614.0,2021962.0,1998557.0,1873228.0,1782244.0,1707790.0,1834983.0,1902262.0,1881170.0,1916409.0,2108546.0,2010,Comercial
Paraná,385207.0,408750.0,398905.0,400511.0,357417.0,347593.0,348884.0,373905.0,395605.0,374293.0,381466.0,396067.0,2010,Comercial
Santa Catarina,265084.0,262109.0,285548.0,264603.0,231499.0,219979.0,211556.0,212667.0,223718.0,215526.0,239494.0,249973.0,2010,Comercial
Rio Grande do Sul,398080.6,392877.0,407398.0,379992.0,341079.0,327800.0,333462.0,328727.0,320380.0,324978.0,339736.0,387416.0,2010,Comercial
Mato Grosso do Sul,69288.0,69830.0,74204.0,75654.0,66330.0,55785.0,59684.0,62970.0,69322.0,68090.0,68669.0,75344.0,2010,Comercial
Mato Grosso,88290.0,92831.0,108259.0,98902.0,95319.0,92463.0,91227.0,85849.0,97204.0,104906.0,97333.0,97578.0,2010,Comercial
Goiás,148746.0,156760.0,157397.0,158353.0,150768.0,151540.0,142565.0,149744.0,162776.0,163786.0,162994.0,161570.0,2010,Comercial
Distrito Federal,135615.0,132232.0,138439.0,138753.0,136650.0,137121.0,125603.0,132132.0,138114.0,143500.0,145651.0,149745.0,2010,Comercial
Rondônia,42015.0,39544.0,38807.0,42438.0,41493.0,44253.0,45273.0,45689.0,46396.0,47506.0,46594.0,47466.0,2011,Comercial
Acre,12545.0,12454.0,11273.0,12023.0,14168.0,12178.0,12450.0,13784.0,14487.0,14721.0,15698.0,15066.0,2011,Comercial
Amazonas,76646.0,73982.0,76186.0,78143.0,77596.0,84401.0,85439.0,90892.0,95488.0,92722.0,89331.0,89652.0,2011,Comercial
Roraima,11542.0,9246.0,10432.0,10573.0,10196.0,10164.0,10113.0,10048.0,11530.0,12208.0,11096.0,12243.0,2011,Comercial
Pará,105223.0,97462.0,106375.0,104770.0,111137.0,123278.0,117803.0,121377.0,124534.0,122054.0,121621.0,127926.0,2011,Comercial
Amapá,15095.0,15005.0,14196.0,14472.0,15722.0,16275.0,15349.0,16014.0,17455.0,18414.0,17767.0,17688.0,2011,Comercial
Tocantins,24376.0,22124.0,24072.0,24934.0,26020.0,26656.0,26426.0,27657.0,29043.0,28800.0,25236.0,26797.0,2011,Comercial
Maranhão,68937.0,62591.0,66611.0,70637.0,69223.0,73557.0,72419.0,76115.0,78471.0,77850.0,77242.0,79110.0,2011,Comercial
Piauí,40334.0,36803.0,36864.0,39593.0,37972.0,40702.0,40813.0,40379.0,44744.0,45224.0,44119.0,43773.0,2011,Comercial
Ceará,141711.0,134576.0,134750.0,138705.0,133544.0,141855.0,139829.0,140805.0,150002.0,149882.0,150709.0,155315.0,2011,Comercial
Rio Grande do Norte,72180.0,72113.0,74547.0,74262.0,69677.0,70804.0,67970.0,69853.0,70746.0,74823.0,79157.0,82528.0,2011,Comercial
Paraíba,57558.0,55898.0,58603.0,58061.0,56765.0,55211.0,54012.0,54509.0,55873.0,58791.0,61845.0,66786.0,2011,Comercial
Pernambuco,173184.0,169977.0,193567.0,185767.0,175455.0,166683.0,165281.0,175227.0,174544.0,187472.0,191886.0,207149.0,2011,Comercial
Alagoas,50502.0,50460.0,48192.0,52671.0,46175.0,46589.0,43309.0,43752.0,45185.0,44966.0,49700.0,50979.0,2011,Comercial
Sergipe,41442.0,39225.0,42240.0,41667.0,40446.0,36469.0,36460.0,37879.0,38033.0,39418.0,41021.0,44389.0,2011,Comercial
Bahia,254687.0,242228.0,260594.0,245121.0,242290.0,221716.0,223353.0,236317.0,229013.0,240152.0,237908.0,263285.0,2011,Comercial
Minas Gerais,505924.0,473754.0,492653.0,500262.0,478747.0,452682.0,444816.0,460514.0,487883.0,486604.0,484481.0,496598.0,2011,Comercial
Espírito Santo,128254.0,135287.0,131414.0,128078.0,117346.0,113174.0,109144.0,116101.0,117514.0,119896.0,121968.0,134714.0,2011,Comercial
Rio de Janeiro,811728.0,832039.0,819817.0,783202.0,738212.0,666181.0,670427.0,697341.0,707780.0,726117.0,743563.0,778591.0,2011,Comercial
São Paulo,2041243.0,2132679.0,2109646.0,2101063.0,1976148.0,1881431.0,1854040.0,1920489.0,2042227.0,2026703.0,2052934.0,2114706.0,2011,Comercial
Paraná,409500.0,433147.0,427913.0,423852.0,421781.0,382889.0,374860.0,396588.0,414322.0,409549.0,401201.0,416117.0,2011,Comercial
Santa Catarina,275025.0,289661.0,281205.0,265717.0,249126.0,244197.0,232165.0,241005.0,247669.0,253307.0,260365.0,285780.0,2011,Comercial
Rio Grande do Sul,427341.0,426691.0,421770.0,389908.0,365261.0,348720.0,353732.0,360788.0,351584.0,357726.0,375068.0,424115.0,2011,Comercial
Mato Grosso do Sul,74470.0,74801.0,77222.0,80671.0,74074.0,65347.0,64305.0,71952.0,77980.0,78361.0,79019.0,84721.0,2011,Comercial
Mato Grosso,88317.0,92712.0,110950.0,107986.0,102343.0,98788.0,98900.0,104023.0,112049.0,115124.0,111712.0,112723.0,2011,Comercial
Goiás,150184.0,156260.0,158268.0,163446.0,156147.0,151096.0,147881.0,155752.0,170900.0,169558.0,162415.0,161371.0,2011,Comercial
Distrito Federal,150104.0,150235.0,145161.0,159716.0,154983.0,143378.0,147707.0,154372.0,157650.0,158530.0,154037.0,158356.0,2011,Comercial
Rondônia,44418.0,43007.0,53988.0,47703.0,48628.0,49920.0,46728.0,55764.0,53424.0,52966.0,56362.0,50225.0,2012,Comercial
Acre,14314.69,14204.28,14916.06,16068.77,15076.62,15402.19,15582.1,16379.57,17131.67,18204.91,17220.48,16036.27,2012,Comercial
